0,0.559282,,
0.498123,0.430189,,
0.78045,0.377667,,
0.563311,0.969756,,
0.291849,0.621052,,
0.527116,0.029664,,
0.566363,0.431257,,
0.564013,0.76635,,
0.471969,0.134159,,
0.166845,0.38316,,
0.570666,0.995758,,
0.527451,0.184698,,0.073551279951169
0.792932,0.95642,,
0.856563,0.436811,,
0.567003,0.625477,,
0.79928,0.565325,,
0.810144,0.316202,,
0.602985,0.723289,,
0.686575,0.403638,,
0.192877,0.259072,,
0.540117,0.785424,,
0.812464,0.115726,,
0.906339,0.727683,,
0.384228,0.693594,,
0.0112003,0.876919,,
0.24781,0.206671,,
0.662435,0.719108,,
0.431104,0.0647298,,
0.93939,0.267281,,
0.110569,0.311838,,
0.588366,0.258919,,
0.41789,0.652913,,
0.528977,0.644429,,
0.24781,0.0992157,,
0.378277,0.647694,,
0.224891,0.76455,,
0.398572,0.180303,,
0.484268,0.842799,,
0.775384,0.890652,,
0.423109,0.298502,,
